split,row_index,sonnet_id,candidate_index,rerank_score,POEMetric_proxy,sonnet_form_accuracy,exact_14_lines,line_count_score,line_length_score,shakespearean_rhyme_pair_score,final_couplet_rhyme,MATTR,distinct_2,lexical_diversity,repetition_rate,non_repetition,imagery_literary_device_score,prompt_continuation_theme_overlap,poemetric_overall_quality_proxy,sonnet_or_not_bot_pass,mbr_score,model_score,candidate_chrf,candidate_text
train,10,11,2,0.5474530890649243,0.6007052631578947,0.53,1.0,1.0,0.75,0.09999999999999999,0.0,0.9433846153846154,1.0,0.9716923076923076,0.10526315789473684,0.8947368421052632,0.06999999999999999,0.0,0.6626072874493927,0.0,0.484874736764072,0.0,44.264910582799004,"As fast as thou shalt wane, so fast thou grow'st
In one of thine, from that which thou departest;
And that fresh blood which youngly thou bestow'st
is ertured’d anew:
Thou mayst advance thy descent
ever ere thee yield. But
if a disease or decay threatenth within thee? †O therefore
hasteth he often done in peaceliness! And might his youth
be your weakness soon cleanze'd again — when it breaks
forth |Ah ! and yet before this state dost die
'Tis easy on him to bring what sooner took care
after all ? ""Blessed Amal,"" said the Lord God unto
us thirsty souls for food."" Then there were those who
had overcome childhood faithfulness with good"
train,10,11,3,0.5543100934669227,0.6118648675852555,0.5371428571428571,1.0,1.0,0.7857142857142857,0.09999999999999999,0.0,0.950958904109589,1.0,0.9754794520547945,0.12295081967213117,0.8770491803278688,0.25583333333333336,0.0,0.6895071580956659,0.0,0.49173112208940933,0.0,44.500104158106865,"As fast as thou shalt wane, so fast thou grow'st
In one of thine, from that which thou departest;
And that fresh blood which youngly thou bestow'st
is to bloom again:
Thou shall cease not in
youth nor death but thy
slow decay. Prodigit now deigns thee a gainer doth stand?
But if all things seem equal by reason, keep the
rest abreast ? Have words then wit taught you why
I should fear loss and this sudden life yield these
precious jewels—be they many days or even two years.— As
soon have those thoughts vanished when every flower grows tender-naked
out on each hill,—and were it true my beloved morn
still was full strength against wind’d! Thou art"
train,14,15,0,0.5670204709543059,0.6116635504201681,0.5428571428571428,1.0,1.0,0.75,0.14285714285714285,0.0,0.9682857142857143,1.0,0.9841428571428572,0.08403361344537819,0.9159663865546218,0.07250000000000001,0.0,0.6759023109243697,0.0,0.5120011207667873,0.0,41.76235865898168,"When I consider everything that grows
Holds in perfection but a little moment,
That this huge stage presenteth nought but shows
;’d the decay of great
minds—it doth come through my
way”s conception: how shall it grow? If not all growing
things are given new insight †of every nature's progress,—then where
is we to end with then and worth more than
what can be now known within me?' —I look at
nothing less delicious. This after on such high brow may
make ideal thought up well! Yet when did they receive
our public-given sense ?' For wit says whether many birds
live or die out thereabouts.' To solve his gloom seemed
folly far beyond these w"
train,14,15,1,0.5774838994817153,0.6278691146881287,0.5428571428571428,1.0,1.0,0.75,0.14285714285714285,0.0,0.9825352112676057,1.0,0.9912676056338028,0.05833333333333335,0.9416666666666667,0.3383333333333334,0.0,0.7239835680751173,0.0,0.5101834557644221,0.0,43.21293672635021,"When I consider everything that grows
Holds in perfection but a little moment,
That this huge stage presenteth nought but shows
no sign or growth;—that all
my thought is done: and
the part of it which doth advance still not grow-out,—the
whole thing being conceived with some grace to express. Thus
do many small children dream long thoughts upon these very
simple things fixed for their years at such an end
as never was known me before! All they see are
dreams come into sight more than life when brought forward
from childhood by accident.—My mind thinkest thou mineself one good
day? There thy beauty hath made thee proud’d among human
hearts.'(Clery) Thine self"
train,14,15,2,0.5745034462780682,0.623991398390342,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9698591549295774,1.0,0.9849295774647887,0.050000000000000044,0.95,0.3483333333333334,0.0,0.7234823943661971,0.0,0.512662537231383,0.0,42.023018299862095,"When I consider everything that grows
Holds in perfection but a little moment,
That this huge stage presenteth nought but shows
nothing; there is no first
growth: yet within what the
thought propitieth arises doth rise—that 'nouer body remain doth grow,—the
shape of all things change’d'l who shall dwell therein. Even
so at some half-formed point let me not think till
now to write or read over it again and enjoy
its greatness whilst delving into my nature's part! If knowledge
will take hold one short distance from your heart each
full day afore old days be seen something clearer than
art ever told? And then comes thy learning unto such
beauty as wide base sens"
train,14,15,3,0.5800650674334679,0.6296318240512014,0.5499999999999999,1.0,1.0,0.7857142857142857,0.14285714285714285,0.0,0.9813698630136987,1.0,0.9906849315068493,0.05737704918032782,0.9426229508196722,0.31583333333333335,0.0,0.7232019705816304,0.0,0.5206148303510488,0.0,43.40787111588677,"When I consider everything that grows
Holds in perfection but a little moment,
That this huge stage presenteth nought but shows
to be gone now or
forgotten; and so make every
great growth grow: let it not seem yet here my
invention die. For all its beauty was grown before then,—and
hence mine age begins never anew with images of love's
pre-dysploited creation’stoom through nothing save the constant changes till at
last as though built upon such small parts still are
heard laughing! Let dost thou look on me? You think
thee fair where most lovely things startle you only when
they move too late... How soon shall these thoughts change
from day—let them go back into your"
train,18,19,0,0.5739122691831834,0.6125172452547453,0.5171428571428571,1.0,1.0,0.5357142857142857,0.2,0.0,0.9570909090909091,1.0,0.9785454545454546,0.08653846153846156,0.9134615384615384,0.36750000000000005,0.0,0.7091267482517483,0.0,0.49712012142590717,0.0,41.92942054190807,"Devouring Time, blunt thou the lion's paws
And make the Earth devour her own sweet brood;
Pluck the keen teeth from the fierce tiger's jaws,
and dart its digestive pangs
across to lay; //tangle its
snout with sharpened bursers, //pounce
thrashing emaciated crows into slime-scented
dames, and sap compartments for
blood vessels in a parlor
door! - Then shalt surely consume this worst of all:
fire thyself by dying beneath Snares. O that is my
wish but mistaken hope.— The bad subject shriekes not...but still
hoarsely walks on like I fear,—reads his breath unanalysed—he drags
himself away till he sings too"
train,18,19,1,0.5667713721604588,0.6128609126984127,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9682539682539683,1.0,0.9841269841269842,0.0714285714285714,0.9285714285714286,0.14250000000000002,0.0,0.6870496031746033,0.0,0.5026875622567928,0.0,42.35546521438272,"Devouring Time, blunt thou the lion's paws
And make the Earth devour her own sweet brood;
Pluck the keen teeth from the fierce tiger's jaws,
and cut off its licks';
chew that tortoise liver-pillion gums'
head;
Thou makest a sharp edge all across upon firmer bark!'
-Stray thee in this pursuit... And lo! then shalt thy
appetite set up grow strong: for if it do see
some prey on dry ground of goldage come through woe--then
shall she be slain. Thou art to me nothing though
I entertain any feebleness heretofore ; but my best hope
is with you who am new born."" ""Ah,"" quoth he
cheerfully as his hand seized"
train,18,19,2,0.6140841246152944,0.6558942878986456,0.5285714285714286,1.0,1.0,0.6785714285714286,0.14285714285714285,0.0,0.9443333333333334,1.0,0.9721666666666666,0.1009174311926605,0.8990825688073395,0.3819444444444445,0.275,0.7101039755351681,0.0,0.48845323280392333,0.0,42.661792089562226,"Devouring Time, blunt thou the lion's paws
And make the Earth devour her own sweet brood;
Pluck the keen teeth from the fierce tiger's jaws,
and outmane
Her chewen or bite the
shafts of its tail-grizzling hoof!'s
hide
The sharpening yellow gills sheaped on chafe drench it in
smoke; quench them with a blast
Of all fire to incinerate him! show no mercy whatsoever,—this
has been done before. Hell hath flung forth hellish regimes:
but thy blood shall be shed thereon like this continually
soarst amble day.—Grief nor remorse escapes thee save one glance
at morning tide/ This vermin is perishing again—a grave doom"
train,18,19,3,0.5560652678433087,0.6000858671909131,0.5142857142857142,1.0,1.0,0.6071428571428571,0.14285714285714285,0.0,0.9563333333333333,1.0,0.9781666666666666,0.06422018348623848,0.9357798165137615,0.0825,0.0,0.670861620795107,0.0,0.4921286202999884,0.0,43.1941571863009,"Devouring Time, blunt thou the lion's paws
And make the Earth devour her own sweet brood;
Pluck the keen teeth from the fierce tiger's jaws,
chop its horn off gills,'
and tear down and burn
away any stranglehold she prides
In feeding on suckling prey',
while at their peak flaying
'the brain-licked fangs' ('tay it flies now all round'),
Thy hands shall be cleansed of worms that might break
up thy chameleon: let thee kill me fast! Thus shalt
I live.’ ‏Crimest loth urch into darkness with every blow—go!""
These words are not to praise alone but my will
must remain true before you enter this place"
train,22,23,0,0.5774048280112123,0.6270941474654377,0.557142857142857,1.0,1.0,0.8214285714285714,0.14285714285714285,0.0,0.9704,1.0,0.9852000000000001,0.06451612903225812,0.9354838709677419,0.24666666666666667,0.0,0.7121709677419354,0.0,0.4865199242795459,0.0,42.7040121674327,"As an unperfect actor on the stage
Who with his fear is put beside his part,
Or some fierce thing replete with too much rage,
or a serious sin offend?
Actors of all kinds who as champions have given their
up-right to be called should prove so — hark! they
were cast aside by him. In front he was beset
for offence and judgment; in rear none fell short: those
little perfidious fellows whom we admire,— when you return then
at our dooraery summons do assemble themselves before your ear
. As long ago I heard such expressions meant enough
[i.e., made while casting fireballs there from heaven], but only
after this time did these wrinkles grow worse than that
which through ignorance lies"
train,22,23,1,0.6567813193494075,0.660648219899907,0.6342857142857143,1.0,1.0,0.8214285714285714,0.2,0.4,0.9473972602739725,1.0,0.9736986301369863,0.09836065573770492,0.9016393442622951,0.4375,0.0,0.7564594935998203,0.0,0.4903008508327493,0.0,42.262952511600496,"As an unperfect actor on the stage
Who with his fear is put beside his part,
Or some fierce thing replete with too much rage,
or wrongful speech
His voice strikes him at a rude blow, when he
should be called?
He gives every sound of outrage to mock and frighten;
Sometimes it becomes more than that in this guise which
proves so: — But I have never seen nor heard
ever speak such great hatred as your friend did. He
was but born for pleasure—he had no right then! So
poor me are we all,—when thou art like us one
day thy beauty will show itself again before thee -and
wherefore weep not yet till love comes round from behind"
train,22,23,2,0.5585102721612327,0.6061357499654711,0.5214285714285714,1.0,1.0,0.6428571428571429,0.14285714285714285,0.0,0.956551724137931,1.0,0.9782758620689656,0.07476635514018692,0.9252336448598131,0.16944444444444445,0.0,0.6837940433988613,0.0,0.4634884009614073,0.0,40.07265225020634,"As an unperfect actor on the stage
Who with his fear is put beside his part,
Or some fierce thing replete with too much rage,
or inveighs against him's wits' end;
Misjudged by presumptions and rash
words he vilifies offensives--does not
prove a brilliant poet/or painter(?),’desires
to translate? Did we say
better than that,—he had many uses of charm which were
unskillful! Nay yes—and indeed no man born o ‘erfildst earlier
has ever spoken this sort. To read only as poets
may have their denizens quiet: since my need was both
rapid & uncertain where I came.—Oh therefore should they recite
Ought"
train,22,23,3,0.5652482766001383,0.6122668121829277,0.5428571428571428,1.0,1.0,0.75,0.14285714285714285,0.0,0.9674626865671642,1.0,0.9837313432835821,0.08620689655172409,0.9137931034482759,0.0925,0.0,0.6782561116829644,0.0,0.4725061512587014,0.0,40.96626434915459,"As an unperfect actor on the stage
Who with his fear is put beside his part,
Or some fierce thing replete with too much rage,
or recklessness
Sets him to show off so great a talent?
Wherewith even he looks of irresolution and rashness;
Nor in spite himself calls
upon others whom strong work
may stand,—’till this passion reigns!—such as dost thou prove: nor
such are these words given up. Since then it must
soon come for them all men that will hear thee
answer your question."" ―So says George when after one hour
leaves sight †he begins anew.—""Of course,"" replies Troilus while silent
till tears sink deep down again within-time into"
train,26,27,0,0.5801438998895921,0.616331246107859,0.5528571428571429,1.0,1.0,0.7142857142857143,0.2,0.0,0.9535483870967741,1.0,0.9767741935483871,0.08108108108108103,0.918918918918919,0.13452380952380955,0.0,0.6876018495453979,0.0,0.46896974956665965,0.0,39.59529606268531,"Weary with toil, I haste me to my bed,
The dear repose for limbs with travel tired,
But then begins a journey in my head
. A short break of time has eased;
Me into the room by means connected the-busheway, busies
My sick legs through streets and land near home:
I upbraide myself at least
twice on an ill windward
wish—
While all round enter some cave beneath night's low heaven,—an
uneasy boy put upon his batavolish watchtowers!’s glare lingers before
him till he takes our rest.—We loitered or hunted together
three times over here beheld there life that haply dwelleth
long ago…. If it is true"
train,26,27,1,0.5744578693335589,0.6233251075288582,0.557142857142857,1.0,1.0,0.8214285714285714,0.14285714285714285,0.0,0.9665671641791045,1.0,0.9832835820895522,0.06896551724137934,0.9310344827586207,0.18416666666666667,0.0,0.7012045162120432,0.0,0.4754059961484208,0.0,39.20375214330931,"Weary with toil, I haste me to my bed,
The dear repose for limbs with travel tired,
But then begins a journey in my head
's path;
I wake from the com-post
late at three o'clock: half
awake by one dreamer's door stumbles--sleepily off as well, sick
of his wailing calls. There are no stairs or steps,—no
chairs nor tables! lay down on some empty floor above
ground bare and lonely... - And since waking up still
all this leaves out its light but must remain so
(my dreams), till after sundown they seem lost again into
darkness? Let not that stain go upon thee !"" ""What
will thou sleepest?"" asked he gravely."" Oh yes"
train,26,27,2,0.5688971115186077,0.6194430318916557,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9656666666666667,1.0,0.9828333333333333,0.07339449541284404,0.926605504587156,0.3013888888888889,0.0,0.7100680428134556,0.0,0.47605861307202096,0.0,39.41422152667201,"Weary with toil, I haste me to my bed,
The dear repose for limbs with travel tired,
But then begins a journey in my head
. By the wayfarer's coach
I return from Paris and pay an early errand;
And too fast do they
come upon their freight not
dearer
To collect when made rest on board of sickness-cheerchurs:
They bade farewell! But running off along long trotting road
through murky jungle are still afloat?—wretch wearied check,—look as if
she gains sight well more than ever (!)--like this dayly
bug God nighing abates his Queen that hath mocked him
so soon before us’s roost last night.—"
train,26,27,3,0.5831093505891041,0.6362710067036523,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9766666666666667,1.0,0.9883333333333333,0.08737864077669899,0.912621359223301,0.4714285714285715,0.05625,0.7334529588534443,0.0,0.47117981691384553,0.0,39.167086418378034,"Weary with toil, I haste me to my bed,
The dear repose for limbs with travel tired,
But then begins a journey in my head
's errand-goe;
Enter the office of doctor and prepare myself up ill,
*sore at ease';*
By means prodigious care attend all that dreary day,*,
Return home late as an owl flies or sneezes off
thy wing;
Lift on foot some pleasant supper by water when summer
arrives:
Then so far sleep is contented though it be weary.
As soon wakefulness comes ashore again humberousen! And alas indeed
what must do? Go down but slow like poor old"
train,30,31,0,0.6184172584045892,0.6538109513169716,0.5071428571428571,1.0,1.0,0.5714285714285714,0.14285714285714285,0.0,0.9775438596491228,1.0,0.9887719298245614,0.05660377358490565,0.9433962264150944,0.14722222222222223,0.33125000000000004,0.6826253723932473,0.0,0.4888994045082962,0.0,43.09109666854016,"Thy bosom is endeared with all hearts
Which I by lacking have supposed dead,
And there reigns love and all love's loving parts,
* *prodigies']”taken away;
All whose sake my riches
are borrowed. Thy peace ‐milk
doth flow thine in me:
yoke of worth must heave
it up again! Nor can we hear its praise remonstrated—say
that none but princes gain? Their sense hath gone down
into thee'd mists as if the limit had been closed
through vengeful weeping or shame-mending fumes. That virtue imitates nature
on thy ground alone after thence may not be lost
though thou dost mine excellency mock him who"
train,30,31,1,0.6791441832129027,0.7119328886693017,0.5499999999999999,1.0,1.0,0.7857142857142857,0.14285714285714285,0.0,0.9857575757575757,1.0,0.9928787878787879,0.060869565217391286,0.9391304347826087,0.30138888888888893,0.55,0.7207106389986824,0.0,0.4981840948057641,0.0,45.82067254817295,"Thy bosom is endeared with all hearts
Which I by lacking have supposed dead,
And there reigns love and all love's loving parts,
raised;*
Fatal offices held up my name: whose care has ended.
Thy body that hath been nourish'd at this time are
known whole –
Savage limbs endowed of me withered limb above*, having no
part to die from them? — Yet the fair thing
though thy sight might be seen as well– it was
an angelic grace indeed! That holy glory which thou hast
so dear dost prove worthily wrought on us heretic princes
live for ever… Oh Heaven will thee burn away if
death shall come unto thine eyes…. This God who alone"
train,30,31,2,0.613008139442149,0.6494517530203014,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9558064516129032,1.0,0.9779032258064516,0.08108108108108103,0.918918918918919,0.1,0.275,0.6767055361813427,0.0,0.49079993232286423,0.0,43.88025909689484,"Thy bosom is endeared with all hearts
Which I by lacking have supposed dead,
And there reigns love and all love's loving parts,
whose rich cadavert
Hath in my head the rank of housekeeping objects raised;
With whom much esteem hath been bestowed on me:
That a city largeth no people to hold inviolate leave-ward,
Or beggars or workers ever make their present goods which
use die.
Why then can such freedom be spent? why cannot thou
marst not thy right thought!—this thinkest up rivalled wealth,—but it
may ill seek aid again from thee that heightens its
standing fast : still others meet for fears injury against
him neither’"
train,30,31,3,0.625179870182749,0.6597379203658865,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9589830508474576,1.0,0.9794915254237289,0.06481481481481477,0.9351851851851852,0.10250000000000001,0.33125000000000004,0.6815441776522285,0.0,0.490732140449885,0.0,42.98447159564143,"Thy bosom is endeared with all hearts
Which I by lacking have supposed dead,
And there reigns love and all love's loving parts,
** my holy womb*
Bodies which in me were raised up to proclaim
All gifts from the father’temple
or owner“bower t. Which greeble
grief � died of has not seen: – For a
fulness hath no head; for ever am one joyst thou
art bereft as mine heart spake! nay this thing never
had much honour at rest
Till it would serve God better then some more fair-haired
babe whom that mother loved wot long ago ... To
bear him her dearest beloved life... Though our"
train,34,35,0,0.7553883961682997,0.6875874563976534,0.6928571428571428,1.0,1.0,0.5357142857142857,0.2857142857142857,1.0,0.9573584905660377,1.0,0.9786792452830189,0.0980392156862745,0.9019607843137255,0.47250000000000003,0.0,0.783535007399186,0.0,0.4422373019664914,0.0,40.40780122475934,"No more be grieved at that which thou hast done.
Roses have thorns, and silver fountains mud;
Clouds and eclipses stain both moon and sun,
Pools of cinders drench all
the earth's surface; tears are
gnarled in rags;
Thine loss is worse than
thy cruelty,"" writes Henry VIII.,
""when a storm washes it back up.""’ This verse follows
on from earlier Christian hymns:—
I THOU'RE PRAYER THE LORD WERE AINTER LEADED TO The
Sea ‘A LITERAL KING! O Thou shalt live with me
till Death come again…. Kill my husband And go To
Heaven ! Here still there lies Thy willest image to"
train,34,35,1,0.5710197141742177,0.6219253968253967,0.5357142857142857,1.0,1.0,0.7142857142857143,0.14285714285714285,0.0,0.9707936507936508,1.0,0.9853968253968254,0.0535714285714286,0.9464285714285714,0.30500000000000005,0.0,0.7162063492063491,0.0,0.46881809300816496,0.0,41.28876163201071,"No more be grieved at that which thou hast done.
Roses have thorns, and silver fountains mud;
Clouds and eclipses stain both moon and sun,
&c.'t effigy’d silt dreary springs;
And rivers of gold stream down every hill:
But lopsided flowers bloom in
thy vineyard! ‘O Queen Mary
this hath brought all to grief—stretching thee off the right
path! O daughter who is slain shall make peace with
her? Save not a grain or leaf heretic's harvest-tree,—it did
break apart after one hour while she was poisoned by
poison itself ! — Thou art my chief avenger on
earth !"" And so he went up into his own
chamber where"
train,34,35,2,0.5737771168348005,0.6261273496240601,0.5285714285714286,1.0,1.0,0.6785714285714286,0.14285714285714285,0.0,0.9886153846153846,1.0,0.9943076923076923,0.03508771929824561,0.9649122807017544,0.36750000000000005,0.0,0.7299299932523616,0.0,0.4717786606790424,0.0,42.422069148197615,"No more be grieved at that which thou hast done.
Roses have thorns, and silver fountains mud;
Clouds and eclipses stain both moon and sun,
Ships of rain drench the
banks thereof;[15] smoke has taken
away rivers' footstool from them.]
Yet thee this abomination should blame: as for stones do
these flowers clear their cry?—Thou mad art a vile thing
in thy eyes!’ Then it is made shame on all
conscience by pure deeds to wash down what outwits protest.:
God hated not there also but men profaned being plucked
anew up again so hideous created dust had fallen through
my own veins close back-struck after birth heaver throats.' Even
then St.—"
train,34,35,3,0.5755167979400981,0.6234699087965216,0.5285714285714286,1.0,1.0,0.6785714285714286,0.14285714285714285,0.0,0.9635483870967742,1.0,0.981774193548387,0.07207207207207211,0.9279279279279279,0.27310606060606063,0.05625,0.7033914394599878,0.0,0.4728219834210519,0.0,41.15040185011572,"No more be grieved at that which thou hast done.
Roses have thorns, and silver fountains mud;
Clouds and eclipses stain both moon and sun,
Piles of precious stones drench the clouds' smoke-pond
And brimseeth rivers filled with
streams'; there are still few
flowers or drops to cry:—let
death wash off thy grief!’t
he same sin offendth no man? Not being proud yet
shall this praise ever cease !) Ahèd when a flood
hath grown bright in my garden's westward stream* (twelvish), I
saw not how swift it seemed “he was running away
through firerow wide range —– then all looked back,—at thee
whom none can hate except"
